	r	theta	Er	Et
258	3.1	3.6442474781641603	0.4148809741718462	-0.32036758726151876
259	3.1	3.7070793312359562	0.4562087966687034	-0.2541838172369294
260	3.1	3.769911184307752	0.4886341709621911	-0.18396946777180254
261	3.1	3.832743037379548	0.5116882878119811	-0.11083138911776756
262	3.1	3.8955748904513436	0.5250509799405167	-0.03592260300331019
263	3.1	3.9584067435231396	0.5285556392797897	0.03957587667168271
264	3.1	4.0212385965949355	0.5221917162805356	0.1144736729190835
265	3.1	4.084070449666731	0.5061047723472922	0.18758982134510616
266	3.1	4.1469023027385274	0.48059406800622484	0.25777139235489244
267	3.1	4.209734155810323	0.4461077183568163	0.32391167217576283
268	3.1	4.272566008882119	0.4032355036596924	0.384967618333666
269	3.1	4.335397861953915	0.35269945208385556	0.43997631021047906
270	3.1	4.39822971502571	0.29534233538759946	0.4880701340887542
271	3.1	4.461061568097507	0.23211425780713502	0.5284904659014719
272	3.1	4.523893421169302	0.16405755466199157	0.5605996359959795
273	3.1	4.586725274241099	0.09229023782310442	0.5838909853167199
274	3.1	4.649557127312894	0.01798824526471704	0.5979968546830444
275	3.1	4.71238898038469	-0.057633224773930396	0.6026943820584806
276	3.1	4.775220833456486	-0.13333900021896383	0.5979090156071348
277	3.1	4.838052686528282	-0.2078935410993074	0.5837156865182479
278	3.1	4.900884539600078	-0.28008055802237586	0.5603376234270441
279	3.1	4.9637163926718735	-0.34872233503897676	0.5281428268299506
280	3.1	5.026548245743669	-0.41269845561814567	0.4876382583864026
281	3.1	5.089380098815465	-0.4709636407091944	0.4394618365259911
282	3.1	5.152211951887261	-0.5225644216245484	0.384372364207332
283	3.1	5.215043804959057	-0.5666543905058674	0.32323754690707857
284	3.1	5.277875658030853	-0.602507795064815	0.2570202892214906
285	3.1	5.340707511102649	-0.6295312710566114	0.18676348558910225
286	3.1	5.403539364174445	-0.6472735369190552	0.11357354424039358
287	3.1	5.46637121724624	-0.6554329085901556	0.038602903732147156
288	3.1	5.529203070318037	-0.6538625273354026	-0.03696818230070888
289	3.1	5.592034923389832	-0.6425732294892406	-0.1119503043711648
290	3.1	5.6548667764616285	-0.6217340223910695	-0.1851637042228033
291	3.1	5.717698629533424	-0.591670163500001	-0.25545692936009856
292	3.1	5.7805304826052195	-0.5528588682299951	-0.32172503424651205
293	3.1	5.843362335677016	-0.5059226937916295	-0.3829270308328824
294	3.1	5.906194188748811	-0.4516206593403138	-0.438102298766093
295	3.1	5.969026041820608	-0.3908371665474297	-0.4863856782650266
296	3.1	6.031857894892403	-0.3245687807343578	-0.527020987548889
297	3.1	6.094689747964199	-0.25390892657315034	-0.5593727336505196
298	3.1	6.157521601035995	-0.1800305539614569	-0.5829358217889723
299	3.1	6.220353454107791	-0.1041668517130917	-0.5973431141566988
300	3.15	0.0	-0.027063032420897835	-0.5739950659019756
301	3.15	0.06283185307179587	0.045427791074920676	-0.5699383515982651
302	3.15	0.12566370614359174	0.1161254319150537	-0.5569552160277612
303	3.15	0.1884955592153876	0.18383569376290654	-0.5352461572216815
304	3.15	0.25132741228718347	0.24741945315291558	-0.5051452491709655
305	3.15	0.3141592653589793	0.30581606469914147	-0.4671148712684115
306	3.15	0.3769911184307752	0.358065302713535	-0.42173887782141434
307	3.15	0.4398229715025711	0.40332681337750365	-0.36971442292770773
308	3.15	0.5026548245743669	0.44089595535551807	-0.31184263330960593
309	3.15	0.5654866776461628	0.47021491033617524	-0.24901824936775893
310	3.15	0.6283185307179586	0.49087811763357525	-0.18221823449900093
311	3.15	0.6911503837897546	0.502631484420899	-0.11248920444822484
312	3.15	0.7539822368615504	0.5053654622611115	-0.04093338982928086
313	3.15	0.8168140899333463	0.49910291654362005	0.031307232920981476
314	3.15	0.8796459430051422	0.48398362734156763	0.10306896907132876
315	3.15	0.942477796076938	0.4602480528204167	0.1731867216886952
316	3.15	1.0053096491487339	0.42822341613943493	0.24051635851840186
317	3.15	1.0681415022205298	0.3883150071325281	0.30395839147374726
318	3.15	1.1309733552923256	0.3410046709872505	0.36248169703812233
319	3.15	1.1938052083641215	0.2868568115786674	0.4151455918158228
320	3.15	1.2566370614359172	0.22653012823301233	0.4611184555167245
321	3.15	1.3194689145077132	0.1607912313646459	0.49969139923572226
322	3.15	1.3823007675795091	0.09052489169027511	0.5302862397837007
323	3.15	1.4451326206513049	0.016735575123736912	0.5524581320069548
324	3.15	1.5079644737231008	-0.059463580840664054	0.5658943371148661
325	3.15	1.5707963267948968	-0.13687526850371015	0.5704113751316605
326	3.15	1.6336281798666925	-0.2142533232121245	0.5659528731221674
327	3.15	1.6964600329384885	-0.2903431134668902	0.5525896359874599
328	3.15	1.7592918860102844	-0.3639199097248025	0.5305220237919132
329	3.15	1.8221237390820801	-0.4338191577197059	0.5000831372637436
330	3.15	1.884955592153876	-0.4989557527585248	0.4617402634696354
331	3.15	1.9477874452256718	-0.5583335158718805	0.41609203953922425
332	3.15	2.0106192982974678	-0.6110493651714488	0.36385993041300635
333	3.15	2.0734511513692637	-0.6562976849628255	0.30587440358376455
334	3.15	2.1362830044410597	-0.6933787179728335	0.24305776169016471
335	3.15	2.199114857512855	-0.7217114130410052	0.17640616981593718
336	3.15	2.261946710584651	-0.7408479362513409	0.10697272835180996
337	3.15	2.324778563656447	-0.7504857382551933	0.035851960099539684
338	3.15	2.387610416728243	-0.7504742116115959	-0.03583526323995018
339	3.15	2.450442269800039	-0.7408155885013956	-0.10695772336523546
340	3.15	2.5132741228718345	-0.7216619912976141	-0.17639145261846437
341	3.15	2.5761059759436304	-0.6933110551692856	-0.24303840470960753
342	3.15	2.6389378290154264	-0.6562012798176209	-0.3058449008549373
343	3.15	2.7017696820872223	-0.6109065054556218	-0.3638186849823283
344	3.15	2.7646015351590183	-0.5581281003114613	-0.41604420437316275
345	3.15	2.8274333882308142	-0.4986840543767951	-0.4616964312628319
346	3.15	2.8902652413026098	-0.4334954107451472	-0.5000536106770864
347	3.15	2.9530970943744057	-0.36357115199691314	-0.5305088528744669
348	3.15	3.0159289474462017	-0.2899923377117375	-0.5525800441677433
349	3.15	3.0787608005179976	-0.21389553060545075	-0.565917559663699
350	3.15	3.1415926535897936	-0.13645521785786907	-0.5703096329640143
351	3.15	3.204424506661589	-0.058865268592187825	-0.5656855386928419
352	3.15	3.267256359733385	0.017680045357144347	-0.5521167138614335
353	3.15	3.330088212805181	0.09200485876229347	-0.5298157408701244
354	3.15	3.392920065876977	0.16297004494195744	-0.4991330511997864
355	3.15	3.455751918948773	0.22949098793246248	-0.460551359268958
356	3.15	3.518583772020569	0.29055462186060477	-0.4146780012147272
357	3.15	3.5814156250923643	0.3452353752023074	-0.36223536718985033
358	3.15	3.6442474781641603	0.3927096593751245	-0.3040495463541634
359	3.15	3.7070793312359562	0.4322686988586655	-0.24103730655107558
360	3.15	3.769911184307752	0.4633295825921435	-0.17419161725732715
361	3.15	3.832743037379548	0.4854443674999509	-0.10456598312467597
362	3.15	3.8955748904513436	0.498307037424055	-0.03325784199988469
363	3.15	3.9584067435231396	0.501758195432187	0.038608735268023116
364	3.15	4.0212385965949355	0.49578744984510426	0.10990077838784791
365	3.15	4.084070449666731	0.4805334683148277	0.17949428955376856
366	3.15	4.1469023027385274	0.45628167750615956	0.24629196570708028
367	3.15	4.209734155810323	0.42345963706828194	0.3092405014736979
368	3.15	4.272566008882119	0.38263017577376934	0.3673472035823836
369	3.15	4.335397861953915	0.33448240222428316	0.4196956480136757
370	3.15	4.39822971502571	0.2798207217285542	0.4654601311861758
371	3.15	4.461061568097507	0.21955203144452262	0.5039186917334476
372	3.15	4.523893421169302	0.15467130237817817	0.5344644976018263
373	3.15	4.586725274241099	0.08624577420323659	0.5566154157695677
374	3.15	4.649557127312894	0.015398007333728564	0.5700216141818395
375	3.15	4.71238898038469	-0.0567119392577657	0.5744710775025449
376	3.15	4.775220833456486	-0.12890492251084074	0.5698929484126197
377	3.15	4.838052686528282	-0.20000143525419734	0.5563586407965733
378	3.15	4.900884539600078	-0.26884033868381285	0.5340807078600939
379	3.15	4.9637163926718735	-0.33429731270008256	0.5034094825742759
380	3.15	5.026548245743669	-0.3953027367109896	0.46482754232037027
381	3.15	5.089380098815465	-0.45085872329140186	0.4189420847613392
382	3.15	5.152211951887261	-0.500055039790106	0.36647533462628007
383	3.15	5.215043804959057	-0.542083672420236	0.3082531315309325
384	3.15	5.277875658030853	-0.5762518103503833	0.2451918779763867
385	3.15	5.340707511102649	-0.6019930526317852	0.17828405249211826
386	3.15	5.403539364174445	-0.6188766705585347	0.10858251525258289
387	3.15	5.46637121724624	-0.6266147902696273	0.03718385296569744
388	3.15	5.529203070318037	-0.6250673935707107	-0.034788974460058686
389	3.15	5.592034923389832	-0.6142450695756552	-0.10620441106246568
390	3.15	5.6548667764616285	-0.5943094836782747	-0.17594022276628676
391	3.15	5.717698629533424	-0.56557156156259	-0.24290126802757783
392	3.15	5.7805304826052195	-0.5284874132394335	-0.30603683135637044
393	3.15	5.843362335677016	-0.4836520425780999	-0.3643572313186179
394	3.15	5.906194188748811	-0.4317908994965103	-0.4169494199146788
395	3.15	5.969026041820608	-0.373749334357536	-0.46299130049695775
396	3.15	6.031857894892403	-0.3104800082478637	-0.5017645086828004
397	3.15	6.094689747964199	-0.24302830424251187	-0.5326654278944724
398	3.15	6.157521601035995	-0.17251578348258884	-0.5552142504544478
399	3.15	6.220353454107791	-0.10012174900377716	-0.5690619468110795
400	3.2	0.0	-0.026518568520391226	-0.5473514545327616
401	3.2	0.06283185307179587	0.04268267526889455	-0.5436474142635526
402	3.2	0.12566370614359174	0.11015008153815176	-0.5314506254671796
403	3.2	0.1884955592153876	0.17474050543243858	-0.5109479332631247
404	3.2	0.25132741228718347	0.2353639512222777	-0.48245188104429015
405	3.2	0.3141592653589793	0.29100623303236484	-0.44639576742917303
406	3.2	0.3769911184307752	0.34075025157906835	-0.4033274034411355
407	3.2	0.4398229715025711	0.38379487591477357	-0.3539018117428538
408	3.2	0.5026548245743669	0.4194703112602316	-0.2988730704894459
409	3.2	0.5654866776461628	0.4472488223998383	-0.23908539993280023
410	3.2	0.6283185307179586	0.4667498398710923	-0.17546342236911225
411	3.2	0.6911503837897546	0.4777388635994606	-0.10900132134788384
412	3.2	0.7539822368615504	0.4801202171321062	-0.04075043390431754
413	3.2	0.8168140899333463	0.4739245540213066	0.02819530244325021
414	3.2	0.8796459430051422	0.45929295655508184	0.09671658496526264
415	3.2	0.942477796076938	0.4364602978450316	0.16368894744025433
416	3.2	1.0053096491487339	0.4057410095868097	0.22800573048422468
